"caseid","Treated","Treated_timer","weight_w2","Salience_1","Salience_2","Salience_3","Concern_humanity","Concern_myself","Govt","Highway","Policy_tax","Policy_goal","Behavior_donate","Behavior_march","Concern_humanity_w2","Concern_myself_w2","Govt_w2","Highway_w2","Policy_tax_w2","Policy_goal_w2","Behavior_donate_w2","Behavior_march_w2","Control_heardaction","Salience_1_w2","Salience_2_w2","Salience_3_w2","FT_next_block","FT_next","region","gender","age","profile_age_rec","hovedstaden","FT_next_wing","SalienceClim_any","SalienceClim_any_w2","SalienceClim_noenv","Manipulation_answer","Manipulation_correct","Manipulation_protest","SalienceClim_any_diff","Concern_humanity_diff","Concern_myself_diff","Govt_diff","Highway_diff","Policy_tax_diff","Policy_goal_diff","Behavior_donate_diff","Behavior_march_diff","Concern_diff","Policy_diff","Behavior_diff","Concern","Policy","Behavior","Concern_w2","Policy_w2","Behavior_w2"
5702882586,1,49.947,1.0899667967,"Indvandring","Kriminelle indvandre","Bandekriminalitet",7,7,3,3,3,4,3,1,7,5,1,3,2,3,5,1,NA,"Kriminelle indvandrer","Bandekriminalitet","It kriminalitet",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Zealand","Male",76,"55+",FALSE,"right",FALSE,FALSE,FALSE,"Motorveje",1,0,0,0,-2,-2,0,-1,-1,2,0,-1,-1,1,7,3.5,2,6,2.5,3
5702882588,1,73.596,0.734538285415,"Klima","Sundhed","Kriminalitet",7,3,6,4,5,4,7,1,7,6,6,4,5,4,7,1,NA,"Sundhed","Ældre","Klima",NA,"Vil stemme blankt","Capital region","Male",51,"35-54",TRUE,"other",TRUE,TRUE,TRUE,"Ved ikke",0,0,0,0,3,0,0,0,0,0,0,1.5,0,0,5,4.5,4,6.5,4.5,4
5702882594,0,0,1.25078343713,"Økonomi","Sundhed","Forsvar",4,3,2,2,2,2,2,1,5,1,2,2,1,2,1,1,1,"Sundhedskollaps","Manglende velfærd","Krig i Europa",1,"F. SF - Socialistisk Folkeparti","Middle Jutland","Male",35,"35-54",FALSE,"left",FALSE,FALSE,FALSE,"Udbygningen af motorvejsnettet",1,0,0,1,-2,0,0,-1,0,-1,0,-0.5,-0.5,-0.5,3.5,2,1.5,3,1.5,1
5702882596,0,0,0.643393365977,"Sundhedsvæsenet","Uddannelse","havmiljø",4,5,4,NA,4,3,1,1,4,4,3,2,3,4,1,1,0,"Terror","Boligpriser","Sundhedsvæsenet",2,"V. Venstre, Danmarks Liberale Parti","Capital region","Female",52,"35-54",TRUE,"right",TRUE,FALSE,FALSE,NA,0,0,-1,0,-1,-1,NA,-1,1,0,0,-0.5,0,0,4.5,3.5,1,4,3.5,1
5702982270,1,19.017,0.687435401644,"Folkesundhed","Indvandring","Infrastruktur",3,2,7,4,4,4,2,1,3,4,4,5,4,4,2,1,NA,"Sundhed","Trafik","Samarvejde med andre lande",NA,"Ved ikke","Capital region","Female",30,"18-34",TRUE,"other",FALSE,FALSE,FALSE,"Klima",1,0,0,0,2,-3,1,0,0,0,0,1,0,0,2.5,4,1.5,3.5,4,1.5
5703005910,0,0,1.27282691501,"Sundhed","Arbejdskraft","Mellemgruppen af pensionister",6,5,4,2,3,3,3,3,6,4,5,2,3,3,4,1,0,"Sundhed","Mette","Ejendomsvurdering",2,"I. Liberal Alliance","Middle Jutland","Female",77,"55+",FALSE,"right",FALSE,FALSE,FALSE,NA,0,0,0,0,-1,1,0,0,0,1,-2,-0.5,0,-0.5,5.5,3,3,5,3,2.5
5703045456,0,0,1.07403862654,"Velfærd","Psykiatri","Unges (mis)trivsel",5,5,5,4,4,NA,3,4,6,5,5,4,4,3,3,5,1,"Klima","Sundhed","",1,"Ø. Enhedslisten - De Rød-Grønne","Middle Jutland","Female",51,"35-54",FALSE,"left",FALSE,TRUE,FALSE,"Ved ikke",0,0,1,1,0,0,0,0,NA,0,1,0.5,0,0.5,5,4,3.5,5.5,4,4
5703045460,1,43.539,0.734538285415,"Høj inflation","National sikkerhed","Indvandring",5,3,NA,2,4,3,3,1,7,4,3,2,5,4,4,1,NA,"Klimaforandringer","Høj inflation","Krig",1,"A. Socialdemokratiet","Capital region","Male",43,"35-54",TRUE,"left",FALSE,TRUE,FALSE,"Nye motorveje",1,0,1,2,1,NA,0,1,1,1,0,1.5,1,0.5,4,3.5,2,5.5,4.5,2.5
5703084568,0,0,0.521438518709,"Havmiljø","Krige i Ukraine og mellemøsten","Grøn omstilling",6,6,6,5,5,5,6,4,6,7,6,5,5,5,5,5,0,"Klima","Forsvar","Sindhed",1,"A. Socialdemokratiet","Capital region","Male",77,"55+",TRUE,"left",TRUE,TRUE,FALSE,NA,0,0,0,0,1,0,0,0,0,-1,1,0.5,0,0,6,5,5,6.5,5,5
5703084570,0,0,0.643393365977,"Klima","Sundhed","Unge trivsel",7,7,5,3,4,5,5,4,6,7,3,4,4,4,5,4,1,"Klima","Mistrivsel unge","Manglende arbejdskraft",NA,"Ved ikke","Capital region","Female",48,"35-54",TRUE,"other",TRUE,TRUE,TRUE,"Klina",1,0,0,-1,0,-2,1,0,-1,0,0,-0.5,-0.5,0,7,4.5,4.5,6.5,4,4.5
5703159856,1,42.029,1.4852295591,"Klima","Økonomi","?",6,6,2,2,3,NA,1,1,7,6,2,2,2,4,NA,1,NA,"Klima","Økonomi","",1,"A. Socialdemokratiet","Zealand","Female",62,"55+",FALSE,"left",TRUE,TRUE,TRUE,"Klimaforandringer",1,0,0,1,0,0,0,-1,NA,NA,0,0.5,-1,0,6,3,1,6.5,2,1
5703159858,0,0,1.25078343713,"Klima","Terror","Flygtninge",6,6,4,4,5,5,4,4,6,5,4,5,5,5,4,4,0,"Klima/miljø","Sundhed/sygehus","Integration",1,"A. Socialdemokratiet","Middle Jutland","Male",53,"35-54",FALSE,"left",TRUE,TRUE,TRUE,NA,0,0,0,0,-1,0,1,0,0,0,0,-0.5,0,0,6,5,4,5.5,5,4
5703175854,1,4.501,0.576652232053,"drikkevand","omstillingen til grøn energi","Tillid og nærvær",7,7,4,4,4,5,2,5,7,6,5,NA,3,NA,4,6,NA,"Klima","Klima","Klima",NA,"Ved ikke","Capital region","Female",64,"55+",TRUE,"other",FALSE,TRUE,FALSE,"Klimaet",1,0,1,0,-1,1,NA,-1,NA,2,1,-0.5,-1,1.5,7,4,3.5,6.5,3,5
5703203398,0,0,0.576652232053,"manglende penge til sundhed","kriminalitet","unges problemer",5,7,4,5,3,3,4,4,7,7,7,5,4,4,1,1,0,"Terror","Kriminalitet","klima",1,"Ø. Enhedslisten - De Rød-Grønne","Capital region","Female",56,"55+",TRUE,"left",FALSE,TRUE,FALSE,NA,0,0,1,2,0,3,0,1,1,-3,-3,1,1,-3,6,3,4,7,4,1
5703291854,0,0,1.25612305182,"indvandring","inflation","miljø",7,7,1,2,5,5,1,1,7,7,1,5,5,NA,7,1,0,"radikalisering","miljø","inflation",NA,"Ved ikke","Zealand","Male",54,"35-54",FALSE,"other",TRUE,TRUE,FALSE,NA,0,0,0,0,0,0,3,0,NA,6,0,0,0,3,7,5,1,7,5,4
5703295038,1,36.385,0.687435401644,"Dårligt velfærdssystem og tilhørende problemer herunder","Klima","Svært at komme ind på boligmarkedet",7,7,5,1,4,4,1,1,7,7,7,2,4,4,1,1,NA,"Velfærdssamfund","Sundhedsvæsenet","Dårlige arbejdsvilkår/ manglende ligestilling",1,"F. SF - Socialistisk Folkeparti","Capital region","Female",30,"18-34",TRUE,"left",TRUE,FALSE,TRUE,"At de er imod de nye motorveje",1,0,-1,0,0,2,1,0,0,0,0,0,0,0,7,4,1,7,4,1
5703302910,1,66.656,1.19325635006,"Krig her i EU","Bande krig i nærområde","Miljø",7,2,1,1,4,4,1,1,6,5,3,1,5,NA,1,1,NA,"Velfærd","Klima","Krig",3,"M. Moderaterne","Southern Denmark","Male",68,"55+",FALSE,"right",TRUE,TRUE,FALSE,"Klima",1,0,0,-1,3,2,0,1,NA,0,0,1,1,0,4.5,4,1,5.5,5,1
5703331986,0,0,0.643393365977,"Krig","Våbenvile","Eu",4,4,4,3,4,3,4,4,7,4,4,4,3,3,5,6,0,"Krig","Miljo","Kriminalitet",1,"Å. Alternativet","Capital region","Female",44,"35-54",TRUE,"left",FALSE,FALSE,FALSE,NA,0,0,0,3,0,0,1,-1,0,1,2,1.5,-0.5,1.5,4,3.5,4,5.5,3,5.5
5703333494,0,0,0.643393365977,"Økonomi","Sundhedsvæsenet","Klima",5,5,4,4,2,4,5,1,5,4,3,4,4,4,4,1,0,"Landets regering mangler tillid fra befolkningen","Krig i Ukraine og Israel","Klimaet",2,"V. Venstre, Danmarks Liberale Parti","Capital region","Female",54,"35-54",TRUE,"right",TRUE,TRUE,TRUE,NA,0,0,0,0,-1,-1,0,2,0,-1,0,-0.5,1,-0.5,5,3,3,4.5,4,2.5
5703374924,1,24.643,1.25612305182,"Klima","SKAT","Afgifter",7,4,4,4,4,4,1,1,7,1,1,1,5,5,1,1,NA,"Terror","Klima","Jul",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Zealand","Male",52,"35-54",FALSE,"right",TRUE,TRUE,TRUE,"Motorvej",1,0,0,0,-3,-3,-3,1,1,0,0,-1.5,1,0,5.5,4,1,4,5,1
5703421880,1,59.133,0.576652232053,"Arbejdskraftmangel","Sundhedsvæsen","Miljø",6,6,2,3,3,3,2,1,6,6,2,2,4,3,2,1,NA,"Udefrakommende trusler","Økonomi","Personaleudfordringer",2,"C. Det Konservative Folkeparti","Capital region","Female",75,"55+",TRUE,"right",TRUE,FALSE,FALSE,"Motorvejsplanerkonkret, klima generelt",1,0,-1,0,0,0,-1,1,0,0,0,0,0.5,0,6,3,1.5,6,3.5,1.5
5703441676,0,0,1.51971896474,"Mental sundhed","Uddannelse","Havmiljø",5,5,5,4,4,4,4,4,4,5,5,3,4,4,5,3,1,"Krig","Sundhed","Økonomi",NA,"Ved ikke","Southern Denmark","Male",33,"18-34",FALSE,"other",TRUE,FALSE,FALSE,"Nye motorveje",1,0,-1,-1,0,0,-1,0,0,1,-1,-0.5,0,0,5,4,4,4.5,4,4
5703466162,1,26.752,0.643393365977,"klima","økonomi","sundhedsvæsnet",6,5,4,4,2,4,7,1,7,5,4,3,2,4,5,1,NA,"Klima","Sygepleje","Skat",2,"I. Liberal Alliance","Capital region","Female",48,"35-54",TRUE,"right",TRUE,TRUE,TRUE,"Klima",1,0,0,1,0,0,-1,0,0,-2,0,0.5,0,-1,5.5,3,4,6,3,3
5703466164,1,26.876,0.576652232053,"Velfærd","Grøn omstilling","Økonomi",7,7,6,2,4,2,5,7,7,5,3,1,4,2,2,5,NA,"Miljø","Integration","Immigration",1,"F. SF - Socialistisk Folkeparti","Capital region","Female",64,"55+",TRUE,"left",FALSE,TRUE,FALSE,"Bygning af nye motorveje",1,0,1,0,-2,-3,-1,0,0,-3,-2,-1,0,-2.5,7,3,6,6,3,3.5
5703560708,1,15.435,0.643393365977,"Klimaforandringer","Transport","Sociale problemer",7,6,3,4,3,4,4,4,6,7,4,4,3,4,3,1,NA,"Klimaforandringer","Financielt","Emigration",1,"Ø. Enhedslisten - De Rød-Grønne","Capital region","Female",52,"35-54",TRUE,"left",TRUE,TRUE,TRUE,"Klimaforandringer",1,0,0,-1,1,1,0,0,0,-1,-3,0,0,-2,6.5,3.5,4,6.5,3.5,2
5703604798,1,45.289,1.22539677105,"Verdens freden","Social og sundhedsområdet","Klima",5,5,3,1,3,5,1,1,6,6,3,2,4,5,1,1,NA,"Klima","Regeringens troværdighed","Terror",NA,"Ved ikke","Southern Denmark","Female",59,"55+",FALSE,"other",TRUE,TRUE,TRUE,"Ved ikke",0,0,0,1,1,0,1,1,0,0,0,1,0.5,0,5,4,1,6,4.5,1
5703622498,1,116.429,1.25078343713,"Integration","Miljøbelastning","Militær kapacitet",7,7,3,5,5,4,1,1,7,7,5,5,5,4,2,1,NA,"Integration","Miljø","Sikkerhed",2,"I. Liberal Alliance","Middle Jutland","Male",53,"35-54",FALSE,"right",TRUE,TRUE,FALSE,"Etableringen af flere motorveje som går imod nødvendige klimatiltag",1,0,0,0,0,2,0,0,0,1,0,0,0,0.5,7,4.5,1,7,4.5,1.5
5703648372,1,28.052,0.643393365977,"Klima","Biodiversitet","Ulighed",7,7,5,5,3,NA,NA,NA,6,6,4,4,4,4,NA,4,NA,"Klimakrisen","Ulighed","Biodiversitetskrisen",1,"F. SF - Socialistisk Folkeparti","Capital region","Female",40,"35-54",TRUE,"left",TRUE,TRUE,TRUE,"Stoppe udvidelsen af Danmarks motorveje",1,0,0,-1,-1,-1,-1,1,NA,NA,NA,-1,1,NA,7,3,NA,6,4,NA
5703736398,0,0,1.4852295591,"Miljø","Hospital","Ældreområdet",7,7,3,4,4,5,6,4,7,7,6,4,4,5,7,4,0,"Miljø","Sundhed","Ældre",1,"F. SF - Socialistisk Folkeparti","Zealand","Female",74,"55+",FALSE,"left",TRUE,TRUE,FALSE,NA,0,0,0,0,0,3,0,0,0,1,0,0,0,0.5,7,4.5,5,7,4.5,5.5
5703736400,0,0,1.33318974684,"Økonomisk krise","","",1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Økonomisk krise","","",1,"A. Socialdemokratiet","Middle Jutland","Female",25,"18-34",FALSE,"left",FALSE,FALSE,FALSE,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5703745932,1,39.045,1.19325635006,"Enighed","Økonomi","Enighed",4,7,4,5,2,2,1,1,2,4,1,3,1,3,1,1,NA,"ØKONOMI","KYSTSIKRING","TEORISME",2,"Æ. Danmarksdemokraterne - Inger Støjberg","Southern Denmark","Male",73,"55+",FALSE,"right",FALSE,FALSE,FALSE,"KLIMA , FORURENING",1,0,0,-2,-3,-3,-2,-1,1,0,0,-2.5,0,0,5.5,2,1,3,2,1
5703780714,0,0,1.27282691501,"klima","sundhed","velfærd",7,6,5,2,5,4,4,4,7,6,3,2,4,4,4,2,1,"sundhed","klima","terrortrussel",1,"F. SF - Socialistisk Folkeparti","Middle Jutland","Female",67,"55+",FALSE,"left",TRUE,TRUE,TRUE,"bygning af motorveje",1,0,0,0,0,-2,0,-1,0,0,-2,0,-0.5,-1,6.5,4.5,4,6.5,4,3
5703780716,1,14.363,0.521438518709,"økonomi","respekt","tillid",5,1,7,5,2,4,1,1,4,4,7,5,2,4,3,3,NA,"terror","krig","miljø",2,"C. Det Konservative Folkeparti","Capital region","Male",59,"55+",TRUE,"right",FALSE,TRUE,FALSE,"Ved ikke",0,0,1,-1,3,0,0,0,0,2,2,1,0,2,3,3,1,4,3,3
5704731650,0,0,1.27282691501,"Klimaproblemer","PFAS","Sundhedsvæsenet",7,7,5,4,5,5,4,2,7,7,6,4,5,4,4,4,0,"Klimaproblemer- vandstigninger","Terrortrussel","Sundhedssektor",NA,"Vil ikke svare","Middle Jutland","Female",56,"55+",FALSE,"other",TRUE,TRUE,TRUE,NA,0,0,0,0,0,1,0,0,-1,0,2,0,-0.5,1,7,5,3,7,4.5,4
5704744984,1,10.776,1.07403862654,"Økonomi","Sundhed","Korruption",4,4,4,3,2,3,3,2,3,4,NA,3,1,3,2,1,NA,"Mulslimsk indflydelse","Besparelser","Forringelse af det sociale system",2,"O. Dansk Folkeparti","Middle Jutland","Female",54,"35-54",FALSE,"right",FALSE,FALSE,FALSE,"Kilma",1,0,0,-1,0,NA,0,-1,0,-1,-1,-0.5,-0.5,-1,4,2.5,2.5,3.5,2,1.5
5704744990,0,0,0.734538285415,"Demografi","Flytninger","Høj skat",3,3,2,2,2,3,4,1,3,2,3,2,1,3,4,1,0,"demografi","høj beskatning","for få børn",2,"I. Liberal Alliance","Capital region","Male",40,"35-54",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,0,-1,1,0,-1,0,0,0,-0.5,-0.5,0,3,2.5,2.5,2.5,2,2.5
5704796834,1,29.157,0.576652232053,"Info om coronavaccine sikkerhed","Støtte til udland","Offentlige ansatte",2,3,4,2,2,2,2,2,3,3,3,2,2,2,1,1,NA,"Terror","Rusland","Ensomhed",NA,"Andet parti/Kandidat uden for partierne","Capital region","Female",71,"55+",TRUE,"other",FALSE,FALSE,FALSE,"Ved ikke",0,0,0,1,0,-1,0,0,0,-1,-1,0.5,0,-1,2.5,2,2,3,2,1
5704855598,1,13.41,1.25078343713,"Energikrise","Miljøkrise","Mangel på varme hænder",5,6,4,3,5,4,NA,4,5,2,5,3,5,4,1,4,NA,"Klimaforandringer","Sundhedsvæsenet","Forsvar",2,"O. Dansk Folkeparti","Middle Jutland","Male",48,"35-54",FALSE,"right",TRUE,TRUE,FALSE,"Stop for anlæg af nye motorveje",1,0,0,0,-4,1,0,0,0,NA,0,-2,0,0,5.5,4.5,4,3.5,4.5,4
5704912042,1,23.332,1.31931356257,"Sundhed","Ældre","Handicapede",4,2,4,5,3,5,1,1,4,4,4,5,2,3,4,1,NA,"Klima","Børn","Sundhed",NA,"Vil stemme blankt","Middle Jutland","Male",68,"55+",FALSE,"other",FALSE,TRUE,FALSE,"Moterveje",1,0,1,0,2,0,0,-1,-2,3,0,1,-1.5,1.5,3,4,1,4,2.5,2.5
5704968504,1,104.51,1.19325635006,"Skattelettelser i stedet for højnelse af velfærd","Tilbagetrækningsalder for nedslidte","Ældreplejen",7,6,3,4,5,5,1,1,7,7,3,2,5,4,5,NA,NA,"ældrepleje","sundhedspleje","hospitalopgradering",1,"F. SF - Socialistisk Folkeparti","Southern Denmark","Male",77,"55+",FALSE,"left",FALSE,FALSE,FALSE,"Klima",1,0,0,0,1,0,-2,0,-1,4,NA,0.5,-0.5,4,6.5,5,1,7,4.5,5
5705008694,0,0,1.19325635006,"Velfærd","Uddannelse","Klima",6,6,4,4,4,4,NA,NA,6,7,4,3,4,4,4,4,0,"Klima","Fattigdom","Ældrepleje",1,"Ø. Enhedslisten - De Rød-Grønne","Southern Denmark","Male",65,"55+",FALSE,"left",TRUE,TRUE,TRUE,NA,0,0,0,0,1,0,-1,0,0,NA,NA,0.5,0,NA,6,4,NA,6.5,4,NA
5705020972,0,0,1.25078343713,"Indvandring","Latterlige EU-regler","Snyd med sociale ydelser",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Indvandre","Terror","Muslimer",NA,"Ved ikke","Middle Jutland","Male",40,"35-54",FALSE,"other",FALSE,FALSE,FALSE,"At de er nogle små snort forkælede møj unger der har mere travlt med at få taget billeder de kan bruge på deres Instegram profil så de kan scoore en masse billige venstrefløjspoint",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5705058288,1,22.191,0.643393365977,"Klima","Børn og unges trivsel","Hospitalsvæsenet",6,7,6,3,5,5,3,1,7,7,6,3,5,5,5,1,NA,"Klima","Sundhedsvæsenet","Børns trivsel",NA,"Ved ikke","Capital region","Female",35,"35-54",TRUE,"other",TRUE,TRUE,TRUE,"At der ikke skal bygges flere motorveje",1,0,0,1,0,0,0,0,0,2,0,0.5,0,1,6.5,5,2,7,5,3
5705071058,1,3.831,0.687435401644,"det ved jeg ikke","","",2,1,5,3,2,3,3,4,2,2,5,3,3,3,4,4,NA,"Inflation","Politik","Vejret",NA,"Vil ikke svare","Capital region","Female",18,"18-34",TRUE,"other",FALSE,FALSE,FALSE,"Ved ikke",0,0,0,0,1,0,0,1,0,1,0,0.5,0.5,0.5,1.5,2.5,3.5,2,3,4
5705105620,1,8.87,1.0899667967,"Få vil være sygeplejerske","","",3,4,2,3,2,3,4,1,4,4,4,4,2,3,1,4,NA,"Corona","madpriser","For få sygeplejersker",2,"V. Venstre, Danmarks Liberale Parti","Zealand","Male",84,"55+",FALSE,"right",FALSE,FALSE,FALSE,"Ved ikke",0,0,0,1,0,2,1,0,0,-3,3,0.5,0,0,3.5,2.5,2.5,4,2.5,2.5
5705105622,1,45.55,1.00048482835,"klima","krig","velfærd",7,7,3,4,4,4,6,4,7,7,5,5,4,4,4,7,NA,"klima","krig","forurening",1,"A. Socialdemokratiet","North Jutland","Male",84,"55+",FALSE,"left",TRUE,TRUE,TRUE,"nye motorveje",1,0,0,0,0,2,1,0,0,-2,3,0,0,0.5,7,4,5,7,4,5.5
5705121462,1,26.792,0.643393365977,"Klima omstilling","Sundhedssektoren (specielt psykiatri)","Dyrevelfærd i landbruget",6,5,5,3,4,3,6,1,6,6,4,2,4,3,4,1,NA,"Klima","Behandling af psykiske problemer","Dyrevelfærd",2,"C. Det Konservative Folkeparti","Capital region","Female",53,"35-54",TRUE,"right",TRUE,TRUE,TRUE,"Klimaforandringer og grøn omstilling",1,0,0,0,1,-1,-1,0,0,-2,0,0.5,0,-1,5.5,3.5,3.5,6,3.5,2.5
5705234262,0,0,1.0899667967,"sundhedsvæsenet","skolevæsenet","ældreplejen",1,1,7,3,1,1,1,1,1,1,7,1,1,1,1,1,0,"forholdet til Rusland","forholdet til arab. lande","forholdet til Israel",NA,"Ved ikke","Zealand","Male",80,"55+",FALSE,"other",FALSE,FALSE,FALSE,NA,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,1,1,1,1,1
5705399552,0,0,0.734538285415,"Dyre priser","","",1,3,4,1,1,1,1,1,1,1,4,1,1,1,4,1,0,"Rådighedsbeløbet falder","","",1,"B. Radikale Venstre","Capital region","Male",47,"35-54",TRUE,"left",FALSE,FALSE,FALSE,NA,0,0,0,0,-2,0,0,0,0,3,0,-1,0,1.5,2,1,1,1,1,2.5
5705441950,1,7.677,1.31931356257,"Regeringen","Uens pension ældrecheck","Forurening",7,6,6,3,2,3,6,6,5,3,6,3,4,4,4,2,NA,"Regeringen","Miljø","Landbrug",1,"F. SF - Socialistisk Folkeparti","Middle Jutland","Male",77,"55+",FALSE,"left",TRUE,TRUE,FALSE,"Palestina",0,0,0,-2,-3,0,0,2,1,-2,-4,-2.5,1.5,-3,6.5,2.5,6,4,4,3
5705492842,1,12.385,1.27282691501,"Krig i verden","Sundhedsvæsen","Regering",2,4,3,3,3,3,1,1,4,4,4,1,3,2,1,1,NA,"Regeringens brug af penge","Regeringens manglende ærlighed","",2,"D. Nye Borgerlige","Middle Jutland","Female",62,"55+",FALSE,"right",FALSE,FALSE,FALSE,"Ved ikke",0,0,0,2,0,1,-2,0,-1,0,0,1,-0.5,0,3,3,1,4,2.5,1
5705573552,1,84.924,1.51971896474,"Cybertrusler","Klima","Sundhedspersonale",6,5,5,4,4,NA,2,2,6,5,6,3,4,NA,2,2,NA,"Regeringens planer om uddannelseforringelser","Cybersikkerhed","Klima",NA,"Ved ikke","Southern Denmark","Male",26,"18-34",FALSE,"other",TRUE,TRUE,TRUE,"Opførelse af 15 nye motorvejs strækninger",1,0,0,0,0,1,-1,0,NA,0,0,0,0,0,5.5,4,2,5.5,4,2
5705660426,1,28.82,0.576652232053,"Social ulighed","Velfærds problemer","For dyr offentlig transport",7,6,6,5,4,3,1,1,7,3,7,5,5,5,1,1,NA,"Klima","Social forskel","Ældrepolitik",1,"F. SF - Socialistisk Folkeparti","Capital region","Female",67,"55+",TRUE,"left",FALSE,TRUE,FALSE,"Klimaet",1,0,1,0,-3,1,0,1,2,0,0,-1.5,1.5,0,6.5,3.5,1,5,5,1
5705702028,1,25.911,1.3143564053,"Et nedbrudt sundhedsvæsen","En social sektor i det kommunale, som lider","Inflation",5,5,4,5,3,4,4,1,2,5,4,4,4,4,7,1,NA,"Sundhedsvæsnet sejler","Inflation","Trussel om terror",NA,"Ved ikke","Southern Denmark","Female",39,"35-54",FALSE,"other",FALSE,FALSE,FALSE,"Miljø",1,0,0,-3,0,0,-1,1,0,3,0,-1.5,0.5,1.5,5,3.5,2.5,3.5,4,4
5705887896,1,39.261,0.521438518709,"Ulighed","Rgeringens magtfuldkommenhed","Landbrugets organisering",6,5,7,5,3,2,1,1,5,5,3,4,3,4,4,4,NA,"Social ulighed","Fattige børn","Et dysfunktionelt sundhedssystem",1,"Ø. Enhedslisten - De Rød-Grønne","Capital region","Male",71,"55+",TRUE,"left",FALSE,FALSE,FALSE,"Bygning af nye klimabelastende motorveje.",1,0,0,-1,0,-4,-1,0,2,3,3,-0.5,1,3,5.5,2.5,1,5,3.5,4
5705919842,0,0,1.33318974684,"Psykiatri","Sundhedsvæsnet","Miljø",5,4,4,3,4,4,2,1,5,6,5,2,5,4,5,3,0,"Mental sygdom","Miljøbelastning","Arbejdsvilkår",1,"Å. Alternativet","Middle Jutland","Female",25,"18-34",FALSE,"left",TRUE,TRUE,FALSE,NA,0,0,0,0,2,1,-1,1,0,3,2,1,0.5,2.5,4.5,4,1.5,5.5,4.5,4
5706064004,1,17.812,0.734538285415,"Globale opvarmning","Ulighed","Besparelser på offentlig service",6,6,5,3,4,4,2,2,6,5,5,2,4,4,2,2,NA,"Klimaforandringer","Hospitalsvæsen","Ulighed",1,"F. SF - Socialistisk Folkeparti","Capital region","Male",37,"35-54",TRUE,"left",FALSE,TRUE,FALSE,"Udbygning af motorvejssystemet",1,0,1,0,-1,0,-1,0,0,0,0,-0.5,0,0,6,4,2,5.5,4,2
5706099134,0,0,0.734538285415,"Den grønne omstilling","Klimaforandringer","Den stigende ældre byrde",7,7,6,5,5,4,4,7,7,7,7,5,4,4,4,7,0,"Den grønne omstilling","Ældre byrden","Ulighed",1,"B. Radikale Venstre","Capital region","Male",40,"35-54",TRUE,"left",TRUE,FALSE,TRUE,NA,0,0,-1,0,0,1,0,-1,0,0,0,0,-0.5,0,7,4.5,5.5,7,4,5.5
5706836690,1,99.622,1.4852295591,"Klima","Sundhed","Psykiatri",7,5,5,5,5,5,1,1,7,6,5,4,4,5,1,1,NA,"CO2 udledning","Et krakeleret sundhedssystem","Arbejdskraftmangel",1,"Ø. Enhedslisten - De Rød-Grønne","Zealand","Female",62,"55+",FALSE,"left",TRUE,FALSE,TRUE,"Protest mod nye motorveje",1,0,-1,0,1,0,-1,-1,0,0,0,0.5,-0.5,0,6,5,1,6.5,4.5,1
5706870340,0,0,0.521438518709,"Ejendomsvurderinger","For stor offentlig sektor","For høje skatter",1,1,4,2,1,1,4,1,1,1,1,2,1,1,1,1,0,"Top-top skat","Mangel på arbejdskraft","udbygning af el-net",2,"I. Liberal Alliance","Capital region","Male",66,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,0,0,-3,0,0,0,-3,0,0,0,-1.5,1,1,2.5,1,1,1
5707026214,0,0,0.521438518709,"Regeringen","Skattetrykket","Sundhedssystemet",1,1,7,3,1,1,1,1,1,1,7,2,1,1,1,1,0,"Regeringen","sygehus problemer","skatter",2,"D. Nye Borgerlige","Capital region","Male",66,"55+",TRUE,"right",FALSE,FALSE,FALSE,NA,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,1,1
5707027942,1,18.263,1.24660952724,"Inflation","Sundhedssektoren","Politi",5,5,7,5,5,NA,2,1,6,6,7,4,4,4,1,1,NA,"Klima","Kriminalitet","Mette frederiksen",1,"F. SF - Socialistisk Folkeparti","Capital region","Male",32,"18-34",TRUE,"left",FALSE,TRUE,FALSE,"Ved ikke",0,0,1,1,1,0,-1,-1,NA,-1,0,1,-1,-0.5,5,5,1.5,6,4,1
5707158250,1,79.041,1.25612305182,"Sundhedsvæsenet","Militæret","Bandekriminalitet",3,1,4,2,1,2,3,1,4,2,4,2,1,4,4,2,NA,"Militæroprustning","Personalemangel i sygehusvæsenet","Havmiljøet",2,"O. Dansk Folkeparti","Zealand","Male",48,"35-54",FALSE,"right",FALSE,TRUE,FALSE,"Klimadebtten",1,0,1,1,1,0,0,0,2,1,1,1,1,1,2,1.5,2,3,2.5,3
